Experiment;Structure;Fragment;Species;Date;Green;Survival (%)
MAP;9;4;Millepora sp;31-3-2020;81.21223214;80
MAP;9;5;Pocillopora verrucose;31-3-2020;141.8703762;90
MAP;9;6;Pocillopora verrucose;31-3-2020;170.1848496;90
MAP;9;7;Acropora verweyi;31-3-2020;76.14634347;100
MAP;9;8;Pocillopora verrucose;31-3-2020;143.7985629;80
MAP;9;9;Porites cylindrica;31-3-2020;138.7104004;60
MAP;9;10;Millepora sp;31-3-2020;119.6523347;80
MAP;9;11;Porites cylindrica;31-3-2020;84.45583441;60
MAP;9;12;Acropora verweyi;31-3-2020;114.7127077;100
MAP;9;13;Pocillopora verrucose;31-3-2020;148.3227884;100
MAP;9;14;Acropora verweyi;31-3-2020;74.41740825;100
MAP;9;15;Porites cylindrica;31-3-2020;127.0741753;90
MAP;9;16;Porites cylindrica;31-3-2020;173.6794745;90
MAP;9;1;Acropora verweyi;7-4-2020;109.3736821;100
MAP;9;2;Millepora sp;7-4-2020;136.3282416;100
MAP;9;3;Millepora sp;7-4-2020;125.5882549;100
MAP;9;4;Millepora sp;7-4-2020;141.3458731;100
MAP;9;5;Pocillopora verrucose;7-4-2020;152.5228792;100
MAP;9;6;Pocillopora verrucose;7-4-2020;171.17377;70
MAP;9;7;Acropora verweyi;7-4-2020;117.3961878;100
MAP;9;8;Pocillopora verrucose;7-4-2020;157.9792266;80
MAP;9;9;Porites cylindrica;7-4-2020;147.3520989;80
MAP;9;10;Millepora sp;7-4-2020;139.6997292;90
MAP;9;11;Porites cylindrica;7-4-2020;142.8288481;90
MAP;9;12;Acropora verweyi;7-4-2020;137.9525921;100
MAP;9;13;Pocillopora verrucose;7-4-2020;163.2294255;100
MAP;9;14;Acropora verweyi;7-4-2020;107.862214;100
MAP;9;15;Porites cylindrica;7-4-2020;164.2835885;90
MAP;9;16;Porites cylindrica;7-4-2020;160.7977706;90
MAP;9;1;Acropora verweyi;14-4-2020;133.4145641;100
MAP;9;2;Millepora sp;14-4-2020;144.9423409;70
MAP;9;3;Millepora sp;14-4-2020;149.5224343;50
MAP;9;4;Millepora sp;14-4-2020;153.5795788;80
MAP;9;5;Pocillopora verrucose;14-4-2020;191.9728925;100
MAP;9;6;Pocillopora verrucose;14-4-2020;172.8175074;70
MAP;9;7;Acropora verweyi;14-4-2020;129.8467986;100
MAP;9;8;Pocillopora verrucose;14-4-2020;203.5724298;80
MAP;9;9;Porites cylindrica;14-4-2020;170.6624477;60
MAP;9;10;Millepora sp;14-4-2020;159.177469;70
MAP;9;11;Porites cylindrica;14-4-2020;157.7927175;80
MAP;9;12;Acropora verweyi;14-4-2020;143.4314555;100
MAP;9;13;Pocillopora verrucose;14-4-2020;161.0550263;90
MAP;9;14;Acropora verweyi;14-4-2020;126.1859113;90
MAP;9;15;Porites cylindrica;14-4-2020;172.2830639;80
MAP;9;16;Porites cylindrica;14-4-2020;199.6111834;70
MAP;9;1;Acropora verweyi;21-4-2020;118.5589089;100
MAP;9;2;Millepora sp;21-4-2020;127.0953764;70
MAP;9;3;Millepora sp;21-4-2020;95.2892631;20
MAP;9;4;Millepora sp;21-4-2020;155.154762;70
MAP;9;5;Pocillopora verrucose;21-4-2020;149.9986694;90
MAP;9;6;Pocillopora verrucose;21-4-2020;167.8801143;20
MAP;9;7;Acropora verweyi;21-4-2020;115.0730705;100
MAP;9;8;Pocillopora verrucose;21-4-2020;166.4899986;50
MAP;9;9;Porites cylindrica;21-4-2020;120.3105721;50
MAP;9;10;Millepora sp;21-4-2020;104.244429;70
MAP;9;11;Porites cylindrica;21-4-2020;129.0986681;80
MAP;9;12;Acropora verweyi;21-4-2020;124.0116289;90
MAP;9;13;Pocillopora verrucose;21-4-2020;163.3157201;80
MAP;9;14;Acropora verweyi;21-4-2020;167.3796762;100
MAP;9;15;Porites cylindrica;21-4-2020;145.1950507;90
MAP;9;16;Porites cylindrica;21-4-2020;175.3295903;80
MAP;9;1;Acropora verweyi;5-5-2020;149.0258636;80
MAP;9;2;Millepora sp;5-5-2020;90.66737896;60
MAP;9;3;Millepora sp;5-5-2020;120.281172;50
MAP;9;4;Millepora sp;5-5-2020;132.0894896;70
MAP;9;5;Pocillopora verrucose;5-5-2020;191.3308842;10
MAP;9;6;Pocillopora verrucose;5-5-2020;;0
MAP;9;7;Acropora verweyi;5-5-2020;127.0891223;100
MAP;9;8;Pocillopora verrucose;5-5-2020;152.976389;10
MAP;9;8;Porites cylindrica;5-5-2020;165.5709445;50
MAP;9;10;Millepora sp;5-5-2020;143.567823;80
MAP;9;11;Porites cylindrica;5-5-2020;164.1559002;50
MAP;9;12;Acropora verweyi;5-5-2020;142.7062638;90
MAP;9;13;Pocillopora verrucose;5-5-2020;159.639372;30
MAP;9;14;Acropora verweyi;5-5-2020;131.9524536;100
MAP;9;15;Porites cylindrica;5-5-2020;180.76806;90
MAP;9;16;Porites cylindrica;5-5-2020;180.9920629;80
MAP;9;1;Acropora verweyi;27-5-2020;118.3422634;90
MAP;9;2;Millepora sp;27-5-2020;52.82609383;80
MAP;9;3;Millepora sp;27-5-2020;65.08719064;40
MAP;9;4;Millepora sp;27-5-2020;107.7790426;80
MAP;9;5;Pocillopora verrucose;27-5-2020;156.2459269;10
MAP;9;6;Pocillopora verrucose;27-5-2020;111.9141579;10
MAP;9;7;Acropora verweyi;27-5-2020;121.4961637;100
MAP;9;8;Pocillopora verrucose;27-5-2020;147.7475298;10
MAP;9;9;Porites cylindrica;27-5-2020;88.20404775;60
MAP;9;10;Millepora sp;27-5-2020;94.6056133;70
MAP;9;11;Porites cylindrica;27-5-2020;178.0986534;40
MAP;9;12;Acropora verweyi;27-5-2020;101.4589356;90
MAP;9;13;Pocillopora verrucose;27-5-2020;;0
MAP;9;14;Acropora verweyi;27-5-2020;114.4179835;100
MAP;9;15;Porites cylindrica;27-5-2020;164.6372024;60
MAP;9;16;Porites cylindrica;27-5-2020;142.11168;70
MAP;9;1;Acropora verweyi;24-6-2020;55.3860768;90
MAP;9;2;Millepora sp;24-6-2020;44.13059215;40
MAP;9;3;Millepora sp;24-6-2020;40.68134124;40
MAP;9;4;Millepora sp;24-6-2020;30.2396936;70
MAP;9;5;Pocillopora verrucose;24-6-2020;;0
MAP;9;6;Pocillopora verrucose;24-6-2020;;0
MAP;9;7;Acropora verweyi;24-6-2020;50.56116237;100
MAP;9;8;Pocillopora verrucose;24-6-2020;;0
MAP;9;9;Porites cylindrica;24-6-2020;69.09707206;60
MAP;9;10;Millepora sp;24-6-2020;43.45488834;70
MAP;9;11;Porites cylindrica;24-6-2020;84.44909789;10
MAP;9;12;Acropora verweyi;24-6-2020;58.50295712;90
MAP;9;13;Pocillopora verrucose;24-6-2020;;0
MAP;9;14;Acropora verweyi;24-6-2020;49.78016767;100
MAP;9;15;Porites cylindrica;24-6-2020;;0
MAP;9;16;Porites cylindrica;24-6-2020;148.3814801;50
CONTROL;10;1;Acropora verweyi;10-3-2020;137.0626923;90
CONTROL;10;2;Millepora sp;10-3-2020;116.55615;90
CONTROL;10;3;Acropora verweyi;10-3-2020;124.0428143;90
CONTROL;10;4;Porites cylindrica;10-3-2020;106.7139383;80
CONTROL;10;5;Pocillopora verrucose;10-3-2020;123.6790221;90
CONTROL;10;6;Porites cylindrica;10-3-2020;136.985202;100
CONTROL;10;7;Pocillopora verrucose;10-3-2020;144.4117647;100
CONTROL;10;8;Millepora sp;10-3-2020;119.3012554;90
CONTROL;10;9;Millepora sp;10-3-2020;109.4179592;70
CONTROL;10;10;Acropora verweyi;10-3-2020;128.1372485;90
CONTROL;10;11;Millepora sp;10-3-2020;104.0011033;100
CONTROL;10;12;Acropora verweyi;10-3-2020;143.4012975;100
CONTROL;10;13;Porites cylindrica;10-3-2020;;0
CONTROL;10;14;Pocillopora verrucose;10-3-2020;155.0227052;100
CONTROL;10;15;Porites cylindrica;10-3-2020;142.0799119;90
CONTROL;10;16;Pocillopora verrucose;10-3-2020;154.9618619;90
CONTROL;10;1;Acropora verweyi;16-3-2020;93.88735759;90
CONTROL;10;2;Millepora sp;16-3-2020;73.89340294;100
CONTROL;10;3;Acropora verweyi;16-3-2020;68.84981714;100
CONTROL;10;4;Porites cylindrica;16-3-2020;94.00561278;20
CONTROL;10;5;Pocillopora verrucose;16-3-2020;101.0862793;100
CONTROL;10;6;Porites cylindrica;16-3-2020;63.67797424;50
CONTROL;10;7;Pocillopora verrucose;16-3-2020;128.3431691;90
CONTROL;10;8;Millepora sp;16-3-2020;86.95559559;100
CONTROL;10;9;Millepora sp;16-3-2020;68.94656583;80
CONTROL;10;10;Acropora verweyi;16-3-2020;62.40795924;90
CONTROL;10;11;Millepora sp;16-3-2020;74.97668471;100
CONTROL;10;12;Acropora verweyi;16-3-2020;84.27141469;100
CONTROL;10;13;Porites cylindrica;16-3-2020;;0
CONTROL;10;14;Pocillopora verrucose;16-3-2020;115.2800857;100
CONTROL;10;15;Porites cylindrica;16-3-2020;114.1221539;90
CONTROL;10;16;Pocillopora verrucose;16-3-2020;116.7498328;90
CONTROL;10;1;Acropora verweyi;24-3-2020;148.3980872;90
CONTROL;10;2;Millepora sp;24-3-2020;117.7070665;100
CONTROL;10;3;Acropora verweyi;24-3-2020;83.28945201;90
CONTROL;10;4;Porites cylindrica;24-3-2020;60.68524939;70
CONTROL;10;5;Pocillopora verrucose;24-3-2020;151.7424186;90
CONTROL;10;6;Porites cylindrica;24-3-2020;85.40297711;80
CONTROL;10;7;Pocillopora verrucose;24-3-2020;168.2181589;80
CONTROL;10;8;Millepora sp;24-3-2020;142.6560328;100
CONTROL;10;9;Millepora sp;24-3-2020;136.6194927;60
CONTROL;10;10;Acropora verweyi;24-3-2020;95.6819789;100
CONTROL;10;11;Millepora sp;24-3-2020;102.417916;100
CONTROL;10;12;Acropora verweyi;24-3-2020;79.18942516;100
CONTROL;10;13;Porites cylindrica;24-3-2020;;0
CONTROL;10;14;Pocillopora verrucose;24-3-2020;144.6622297;90
CONTROL;10;15;Porites cylindrica;24-3-2020;136.0929597;90
CONTROL;10;16;Pocillopora verrucose;24-3-2020;143.6289906;90
CONTROL;10;1;Acropora verweyi;31-3-2020;129.8071605;90
CONTROL;10;2;Millepora sp;31-3-2020;183.7672944;90
CONTROL;10;3;Acropora verweyi;31-3-2020;102.7636438;100
CONTROL;10;4;Porites cylindrica;31-3-2020;100.6796463;90
CONTROL;10;5;Pocillopora verrucose;31-3-2020;176.3431758;90
CONTROL;10;6;Porites cylindrica;31-3-2020;82.41289018;100
CONTROL;10;7;Pocillopora verrucose;31-3-2020;151.8405517;90
CONTROL;10;8;Millepora sp;31-3-2020;185.5615363;100
CONTROL;10;9;Millepora sp;31-3-2020;139.4372786;80
CONTROL;10;10;Acropora verweyi;31-3-2020;95.65917548;100
CONTROL;10;11;Millepora sp;31-3-2020;153.7380994;100
CONTROL;10;12;Acropora verweyi;31-3-2020;135.8992341;90
CONTROL;10;13;Porites cylindrica;31-3-2020;;0
CONTROL;10;14;Pocillopora verrucose;31-3-2020;183.9165787;90
CONTROL;10;15;Porites cylindrica;31-3-2020;186.9509883;90
CONTROL;10;16;Pocillopora verrucose;31-3-2020;141.347579;100
CONTROL;10;1;Acropora verweyi;7-4-2020;169.6706206;90
CONTROL;10;2;Millepora sp;7-4-2020;163.309441;90
CONTROL;10;3;Acropora verweyi;7-4-2020;113.4893239;100
CONTROL;10;4;Porites cylindrica;7-4-2020;85.22688668;100
CONTROL;10;5;Pocillopora verrucose;7-4-2020;153.3293606;90
CONTROL;10;6;Porites cylindrica;7-4-2020;116.2204343;100
CONTROL;10;7;Pocillopora verrucose;7-4-2020;154.380303;90
CONTROL;10;8;Millepora sp;7-4-2020;177.9117736;90
CONTROL;10;9;Millepora sp;7-4-2020;155.1264795;40
CONTROL;10;10;Acropora verweyi;7-4-2020;122.3104032;100
CONTROL;10;11;Millepora sp;7-4-2020;174.6614447;100
CONTROL;10;12;Acropora verweyi;7-4-2020;136.6826771;90
CONTROL;10;13;Porites cylindrica;7-4-2020;;0
CONTROL;10;14;Pocillopora verrucose;7-4-2020;138.4042925;70
CONTROL;10;15;Porites cylindrica;7-4-2020;155.7362547;90
CONTROL;10;16;Pocillopora verrucose;7-4-2020;174.7648308;90
CONTROL;10;1;Acropora verweyi;14-4-2020;141.329458;90
CONTROL;10;2;Millepora sp;14-4-2020;152.3782737;100
CONTROL;10;3;Acropora verweyi;14-4-2020;135.6866796;90
CONTROL;10;4;Porites cylindrica;14-4-2020;107.0558092;90
CONTROL;10;5;Pocillopora verrucose;14-4-2020;149.5889337;100
CONTROL;10;6;Porites cylindrica;14-4-2020;157.9658232;100
CONTROL;10;7;Pocillopora verrucose;14-4-2020;142.3936446;90
CONTROL;10;8;Millepora sp;14-4-2020;172.8374093;90
CONTROL;10;9;Millepora sp;14-4-2020;145.6171277;80
CONTROL;10;10;Acropora verweyi;14-4-2020;109.0328692;100
CONTROL;10;11;Millepora sp;14-4-2020;167.1901973;100
CONTROL;10;12;Acropora verweyi;14-4-2020;133.5691671;90
CONTROL;10;13;Porites cylindrica;14-4-2020;;0
CONTROL;10;14;Pocillopora verrucose;14-4-2020;150.6374032;90
CONTROL;10;15;Porites cylindrica;14-4-2020;152.2789851;80
CONTROL;10;16;Pocillopora verrucose;14-4-2020;155.9717722;80
CONTROL;10;1;Acropora verweyi;21-4-2020;147.4013085;90
CONTROL;10;2;Millepora sp;21-4-2020;151.8253413;90
CONTROL;10;3;Acropora verweyi;21-4-2020;109.4830675;90
CONTROL;10;4;Porites cylindrica;21-4-2020;97.40451276;50
CONTROL;10;5;Pocillopora verrucose;21-4-2020;152.3824302;90
CONTROL;10;6;Porites cylindrica;21-4-2020;146.5898256;90
CONTROL;10;7;Pocillopora verrucose;21-4-2020;153.4985373;80
CONTROL;10;8;Millepora sp;21-4-2020;159.3775959;90
CONTROL;10;9;Millepora sp;21-4-2020;159.0253396;50
CONTROL;10;10;Acropora verweyi;21-4-2020;143.9183278;100
CONTROL;10;11;Millepora sp;21-4-2020;160.1669939;100
CONTROL;10;12;Acropora verweyi;21-4-2020;143.3111282;100
CONTROL;10;13;Porites cylindrica;21-4-2020;;0
CONTROL;10;14;Pocillopora verrucose;21-4-2020;131.9917221;90
CONTROL;10;15;Porites cylindrica;21-4-2020;160.8887907;90
CONTROL;10;16;Pocillopora verrucose;21-4-2020;198.6504763;40
CONTROL;10;1;Acropora verweyi;5-5-2020;154.4114314;90
CONTROL;10;2;Millepora sp;5-5-2020;171.2032776;100
CONTROL;10;3;Acropora verweyi;5-5-2020;153.6464681;90
CONTROL;10;4;Porites cylindrica;5-5-2020;93.23973668;50
CONTROL;10;5;Pocillopora verrucose;5-5-2020;182.5718048;90
CONTROL;10;6;Porites cylindrica;5-5-2020;;0
CONTROL;10;7;Pocillopora verrucose;5-5-2020;169.6023674;60
CONTROL;10;8;Millepora sp;5-5-2020;163.2229433;90
CONTROL;10;8;Millepora sp;5-5-2020;179.6332094;40
CONTROL;10;10;Acropora verweyi;5-5-2020;137.4477259;90
CONTROL;10;11;Millepora sp;5-5-2020;168.3593955;100
CONTROL;10;12;Acropora verweyi;5-5-2020;147.7395869;80
CONTROL;10;13;Porites cylindrica;5-5-2020;;0
CONTROL;10;14;Pocillopora verrucose;5-5-2020;169.4932596;30
CONTROL;10;15;Porites cylindrica;5-5-2020;167.5482438;70
CONTROL;10;16;Pocillopora verrucose;5-5-2020;139.4037899;10
CONTROL;10;1;Acropora verweyi;27-5-2020;108.1519305;90
CONTROL;10;2;Millepora sp;27-5-2020;54.54698475;100
CONTROL;10;3;Acropora verweyi;27-5-2020;;0
CONTROL;10;4;Porites cylindrica;27-5-2020;40.15782567;50
CONTROL;10;5;Pocillopora verrucose;27-5-2020;160.7707284;10
CONTROL;10;6;Porites cylindrica;27-5-2020;77.74498173;100
CONTROL;10;7;Pocillopora verrucose;27-5-2020;;0
CONTROL;10;8;Millepora sp;27-5-2020;83.01187781;100
CONTROL;10;9;Millepora sp;27-5-2020;91.21943036;50
CONTROL;10;10;Acropora verweyi;27-5-2020;58.82066013;70
CONTROL;10;11;Millepora sp;27-5-2020;80.53663586;100
CONTROL;10;12;Acropora verweyi;27-5-2020;136.4131118;80
CONTROL;10;13;Porites cylindrica;27-5-2020;;0
CONTROL;10;14;Pocillopora verrucose;27-5-2020;;0
CONTROL;10;15;Porites cylindrica;27-5-2020;;0
CONTROL;10;16;Pocillopora verrucose;27-5-2020;;0
CONTROL;10;1;Acropora verweyi;24-6-2020;107.3624931;70
CONTROL;10;2;Millepora sp;24-6-2020;26.97962979;90
CONTROL;10;3;Acropora verweyi;24-6-2020;;0
CONTROL;10;4;Porites cylindrica;24-6-2020;36.61023245;50
CONTROL;10;5;Pocillopora verrucose;24-6-2020;;0
CONTROL;10;6;Porites cylindrica;24-6-2020;50.87288112;100
CONTROL;10;7;Pocillopora verrucose;24-6-2020;;0
CONTROL;10;8;Millepora sp;24-6-2020;39.4418155;90
CONTROL;10;9;Millepora sp;24-6-2020;30.25843659;50
CONTROL;10;10;Acropora verweyi;24-6-2020;70.50166221;70
CONTROL;10;11;Millepora sp;24-6-2020;43.50105774;100
CONTROL;10;12;Acropora verweyi;24-6-2020;44.71281727;80
CONTROL;10;13;Porites cylindrica;24-6-2020;;0
CONTROL;10;14;Pocillopora verrucose;24-6-2020;;0
CONTROL;10;15;Porites cylindrica;24-6-2020;;0
CONTROL;10;16;Pocillopora verrucose;24-6-2020;;0
CONTROL;11;1;Pocillopora verrucose;10-3-2020;106.6349003;90
CONTROL;11;2;Millepora sp;10-3-2020;106.6928493;100
CONTROL;11;3;Porites cylindrica;10-3-2020;158.1697035;90
CONTROL;11;4;Pocillopora verrucose;10-3-2020;142.5042046;80
CONTROL;11;5;Porites cylindrica;10-3-2020;178.5470077;90
CONTROL;11;6;Acropora verweyi;10-3-2020;85.98640248;100
CONTROL;11;7;Pocillopora verrucose;10-3-2020;124.2178821;100
CONTROL;11;8;Millepora sp;10-3-2020;121.5586099;90
CONTROL;11;9;Pocillopora verrucose;10-3-2020;116.2123143;90
CONTROL;11;10;Millepora sp;10-3-2020;139.4348107;100
CONTROL;11;11;Acropora verweyi;10-3-2020;144.564488;90
CONTROL;11;12;Millepora sp;10-3-2020;91.88981711;100
CONTROL;11;13;Acropora verweyi;10-3-2020;107.5070774;100
CONTROL;11;14;Porites cylindrica;10-3-2020;131.0969444;100
CONTROL;11;15;Porites cylindrica;10-3-2020;;0
CONTROL;11;16;Acropora verweyi;10-3-2020;109.4156087;100
CONTROL;11;1;Pocillopora verrucose;16-3-2020;90.99333016;100
CONTROL;11;2;Millepora sp;16-3-2020;79.61289502;100
CONTROL;11;3;Porites cylindrica;16-3-2020;101.3042444;80
CONTROL;11;4;Pocillopora verrucose;16-3-2020;113.5409244;90
CONTROL;11;5;Porites cylindrica;16-3-2020;123.7197665;90
CONTROL;11;6;Acropora verweyi;16-3-2020;47.48368108;100
CONTROL;11;7;Pocillopora verrucose;16-3-2020;99.15412792;100
CONTROL;11;8;Millepora sp;16-3-2020;86.60281073;90
CONTROL;11;9;Pocillopora verrucose;16-3-2020;117.0692268;90
CONTROL;11;10;Millepora sp;16-3-2020;63.3155224;100
CONTROL;11;11;Acropora verweyi;16-3-2020;59.70328442;100
CONTROL;11;12;Millepora sp;16-3-2020;73.35043025;100
CONTROL;11;13;Acropora verweyi;16-3-2020;50.95977448;100
CONTROL;11;14;Porites cylindrica;16-3-2020;81.26734138;70
CONTROL;11;15;Porites cylindrica;16-3-2020;;0
CONTROL;11;16;Acropora verweyi;16-3-2020;62.19273582;100
CONTROL;11;1;Pocillopora verrucose;24-3-2020;149.6626443;100
CONTROL;11;2;Millepora sp;24-3-2020;108.8267382;100
CONTROL;11;3;Porites cylindrica;24-3-2020;194.5654741;10
CONTROL;11;4;Pocillopora verrucose;24-3-2020;166.2207834;100
CONTROL;11;5;Porites cylindrica;24-3-2020;158.338199;90
CONTROL;11;6;Acropora verweyi;24-3-2020;71.12757355;100
CONTROL;11;7;Pocillopora verrucose;24-3-2020;159.7130797;90
CONTROL;11;8;Millepora sp;24-3-2020;76.72593541;50
CONTROL;11;9;Pocillopora verrucose;24-3-2020;171.1264793;80
CONTROL;11;10;Millepora sp;24-3-2020;129.8113894;100
CONTROL;11;11;Acropora verweyi;24-3-2020;100.4493235;100
CONTROL;11;12;Millepora sp;24-3-2020;119.7712683;70
CONTROL;11;13;Acropora verweyi;24-3-2020;102.8368954;100
CONTROL;11;14;Porites cylindrica;24-3-2020;133.8714962;90
CONTROL;11;15;Porites cylindrica;24-3-2020;;0
CONTROL;11;16;Acropora verweyi;24-3-2020;104.1624321;100
CONTROL;11;1;Pocillopora verrucose;31-3-2020;199.6760452;100
CONTROL;11;2;Millepora sp;31-3-2020;190.825284;100
CONTROL;11;3;Porites cylindrica;31-3-2020;170.1491958;100
CONTROL;11;4;Pocillopora verrucose;31-3-2020;188.8171985;90
CONTROL;11;5;Porites cylindrica;31-3-2020;192.134384;80
CONTROL;11;6;Acropora verweyi;31-3-2020;82.04125605;100
CONTROL;11;7;Pocillopora verrucose;31-3-2020;202.8626275;100
CONTROL;11;8;Millepora sp;31-3-2020;111.6466048;100
CONTROL;11;9;Pocillopora verrucose;31-3-2020;168.5155289;100
CONTROL;11;10;Millepora sp;31-3-2020;120.9388537;100
CONTROL;11;11;Acropora verweyi;31-3-2020;94.29995735;100
CONTROL;11;12;Millepora sp;31-3-2020;136.6878789;90
CONTROL;11;13;Acropora verweyi;31-3-2020;112.3986446;100
CONTROL;11;14;Porites cylindrica;31-3-2020;179.5442112;90
CONTROL;11;15;Porites cylindrica;31-3-2020;;0
CONTROL;11;16;Acropora verweyi;31-3-2020;112.084649;100
CONTROL;11;1;Pocillopora verrucose;7-4-2020;169.8791576;100
CONTROL;11;2;Millepora sp;7-4-2020;178.9367711;90
CONTROL;11;3;Porites cylindrica;7-4-2020;152.4354681;80
CONTROL;11;4;Pocillopora verrucose;7-4-2020;154.2839595;80
CONTROL;11;5;Porites cylindrica;7-4-2020;161.9429577;80
CONTROL;11;6;Acropora verweyi;7-4-2020;97.23825331;100
CONTROL;11;7;Pocillopora verrucose;7-4-2020;170.1872442;90
CONTROL;11;8;Millepora sp;7-4-2020;118.0323013;90
CONTROL;11;9;Pocillopora verrucose;7-4-2020;156.9661762;90
CONTROL;11;10;Millepora sp;7-4-2020;161.8037709;80
CONTROL;11;11;Acropora verweyi;7-4-2020;116.2156506;100
CONTROL;11;12;Millepora sp;7-4-2020;143.8407621;70
CONTROL;11;13;Acropora verweyi;7-4-2020;132.1724586;100
CONTROL;11;14;Porites cylindrica;7-4-2020;124.952099;70
CONTROL;11;15;Porites cylindrica;7-4-2020;;0
CONTROL;11;16;Acropora verweyi;7-4-2020;121.5416308;100
CONTROL;11;1;Pocillopora verrucose;14-4-2020;173.6070111;100
CONTROL;11;2;Millepora sp;14-4-2020;178.2660658;90
CONTROL;11;3;Porites cylindrica;14-4-2020;191.4824041;80
CONTROL;11;4;Pocillopora verrucose;14-4-2020;163.806516;80
CONTROL;11;5;Porites cylindrica;14-4-2020;170.343827;70
CONTROL;11;6;Acropora verweyi;14-4-2020;113.2217915;100
CONTROL;11;7;Pocillopora verrucose;14-4-2020;195.2867578;90
CONTROL;11;8;Millepora sp;14-4-2020;121.473687;90
CONTROL;11;9;Pocillopora verrucose;14-4-2020;154.0060263;90
CONTROL;11;10;Millepora sp;14-4-2020;157.7788028;90
CONTROL;11;11;Acropora verweyi;14-4-2020;129.6911747;100
CONTROL;11;12;Millepora sp;14-4-2020;112.9799325;60
CONTROL;11;13;Acropora verweyi;14-4-2020;142.8674724;100
CONTROL;11;14;Porites cylindrica;14-4-2020;155.9877754;60
CONTROL;11;15;Porites cylindrica;14-4-2020;;0
CONTROL;11;16;Acropora verweyi;14-4-2020;154.5361074;100
CONTROL;11;1;Pocillopora verrucose;21-4-2020;158.1843839;90
CONTROL;11;2;Millepora sp;21-4-2020;192.5435096;100
CONTROL;11;3;Porites cylindrica;21-4-2020;182.6544824;80
CONTROL;11;4;Pocillopora verrucose;21-4-2020;148.529969;80
CONTROL;11;5;Porites cylindrica;21-4-2020;192.3388151;60
CONTROL;11;6;Acropora verweyi;21-4-2020;132.4921845;100
CONTROL;11;7;Pocillopora verrucose;21-4-2020;179.520847;100
CONTROL;11;8;Millepora sp;21-4-2020;134.2766773;100
CONTROL;11;9;Pocillopora verrucose;21-4-2020;171.3191299;90
CONTROL;11;10;Millepora sp;21-4-2020;164.3186572;80
CONTROL;11;11;Acropora verweyi;21-4-2020;138.0765004;100
CONTROL;11;12;Millepora sp;21-4-2020;104.8835624;70
CONTROL;11;13;Acropora verweyi;21-4-2020;160.6493825;100
CONTROL;11;14;Porites cylindrica;21-4-2020;125.6162513;60
CONTROL;11;15;Porites cylindrica;21-4-2020;;0
CONTROL;11;16;Acropora verweyi;21-4-2020;157.4851144;100
CONTROL;11;1;Pocillopora verrucose;5-5-2020;168.9589869;100
CONTROL;11;2;Millepora sp;5-5-2020;155.796709;90
CONTROL;11;3;Porites cylindrica;5-5-2020;170.6128106;70
CONTROL;11;4;Pocillopora verrucose;5-5-2020;169.8613549;40
CONTROL;11;5;Porites cylindrica;5-5-2020;185.2969912;60
CONTROL;11;6;Acropora verweyi;5-5-2020;142.6097279;100
CONTROL;11;7;Pocillopora verrucose;5-5-2020;181.9427885;90
CONTROL;11;8;Millepora sp;5-5-2020;126.7481941;100
CONTROL;11;8;Pocillopora verrucose;5-5-2020;174.706861;70
CONTROL;11;10;Millepora sp;5-5-2020;155.0781242;90
CONTROL;11;11;Acropora verweyi;5-5-2020;151.1926392;100
CONTROL;11;12;Millepora sp;5-5-2020;141.849327;60
CONTROL;11;13;Acropora verweyi;5-5-2020;186.0039857;90
CONTROL;11;14;Porites cylindrica;5-5-2020;128.0771041;40
CONTROL;11;15;Porites cylindrica;5-5-2020;;0
CONTROL;11;16;Acropora verweyi;5-5-2020;193.5204633;100
CONTROL;11;1;Pocillopora verrucose;27-5-2020;181.9875798;10
CONTROL;11;2;Millepora sp;27-5-2020;80.07224722;90
CONTROL;11;3;Porites cylindrica;27-5-2020;;0
CONTROL;11;4;Pocillopora verrucose;27-5-2020;;0
CONTROL;11;5;Porites cylindrica;27-5-2020;183.3805225;30
CONTROL;11;6;Acropora verweyi;27-5-2020;72.23135331;100
CONTROL;11;7;Pocillopora verrucose;27-5-2020;148.5182977;10
CONTROL;11;8;Millepora sp;27-5-2020;44.40456946;100
CONTROL;11;9;Pocillopora verrucose;27-5-2020;;0
CONTROL;11;10;Millepora sp;27-5-2020;62.08246029;70
CONTROL;11;11;Acropora verweyi;27-5-2020;88.12594596;100
CONTROL;11;12;Millepora sp;27-5-2020;74.87103974;50
CONTROL;11;13;Acropora verweyi;27-5-2020;136.9729419;80
CONTROL;11;14;Porites cylindrica;27-5-2020;;0
CONTROL;11;15;Porites cylindrica;27-5-2020;;0
CONTROL;11;16;Acropora verweyi;27-5-2020;152.1980082;100
CONTROL;11;1;Pocillopora verrucose;24-6-2020;;0
CONTROL;11;2;Millepora sp;24-6-2020;33.55749238;90
CONTROL;11;3;Porites cylindrica;24-6-2020;;0
CONTROL;11;4;Pocillopora verrucose;24-6-2020;;0
CONTROL;11;5;Porites cylindrica;24-6-2020;;0
CONTROL;11;6;Acropora verweyi;24-6-2020;46.7648877;100
CONTROL;11;7;Pocillopora verrucose;24-6-2020;;0
CONTROL;11;8;Millepora sp;24-6-2020;42.6913803;100
CONTROL;11;9;Pocillopora verrucose;24-6-2020;;0
CONTROL;11;10;Millepora sp;24-6-2020;41.88286867;100
CONTROL;11;11;Acropora verweyi;24-6-2020;41.87755239;100
CONTROL;11;12;Millepora sp;24-6-2020;42.9069533;60
